bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,timestamp,bytes_per_packet,packets_per_second
802517.3427737742,839.7904531918101,38.087784871732055,3953,80,0.06856057315067264,TCP,2025-02-17 19:36:00,935.3770526793907,18.54688738935866
600826.8134931008,1093.7484409515218,14.115595075119485,48154,8080,0.04999633871459659,HTTP,2025-02-17 19:37:00,562.7422070018068,74.4043764061045
722683.0290295383,1270.1476254396746,8.630327438207,15845,21,0.04748093714618326,FTP,2025-02-17 19:38:00,596.0530965639462,138.8335611723519
380370.7192796719,389.41275433106085,46.078604240447696,20258,443,0.012865041905243029,TCP,2025-02-17 19:39:00,987.7621272925762,9.517681013981143
734206.0073571353,588.2328344746272,9.617531224318714,33956,80,0.03039570161407383,TCP,2025-02-17 19:40:00,1261.9548414232845,60.12037191522161
824634.5410444194,1038.7325347064475,31.735157901388913,33717,8080,0.009706207173319468,HTTPS,2025-02-17 19:41:00,862.1590325760475,33.44966313490026
497373.8299805637,663.8429596415863,48.244547832262384,10170,80,0.04037553523913157,TCP,2025-02-17 19:42:00,690.6415885213154,14.614387588096655
518256.2365650555,452.9091538039961,47.57686206125807,13427,443,0.02852054681213253,TCP,2025-02-17 19:43:00,1338.9571287680762,9.821168806693215
508922.85697853507,442.15596125302085,53.51089331734723,14206,25,0.07789043525450606,TCP,2025-02-17 19:44:00,1187.639798478203,8.320359514519842
779235.9645320864,786.2150508256202,31.660050380482268,20868,80,0.05179145206338948,HTTP,2025-02-17 19:45:00,1015.7755733504268,22.616199175452707
572387.2286506393,523.898251143722,42.27416907885552,61936,25,0.019423090433439427,HTTP,2025-02-17 19:46:00,1003.9790863866606,10.904311850179912
578627.9538246543,950.6816674869974,37.224013812333645,56835,80,0.030253561003022296,HTTP,2025-02-17 19:47:00,668.4611093037041,25.8328195429315
433762.51206996385,1204.5248522335319,23.29551757318095,52162,21,0.05781715068438725,FTP,2025-02-17 19:48:00,402.9004462506379,54.20427331403998
511179.391990336,1049.1141433828707,22.098946985712193,12919,25,0.0323916859171538,HTTP,2025-02-17 19:49:00,389.1496112117495,50.18682993576953
519061.7803339779,958.4484053328318,37.62323340144492,46225,443,0.08830978205564002,HTTPS,2025-02-17 19:50:00,460.4161694530533,25.340369519747295
351841.42635298974,669.3080520729728,20.82456644411605,60218,443,0.02564072270448456,HTTPS,2025-02-17 19:51:00,608.6800200294279,26.132177615868247
598083.5424298939,674.0450455984139,26.464791415237503,61461,8443,0.049515589418040254,UDP,2025-02-17 19:52:00,989.4511314009462,24.288673496707784
798465.8880084517,1035.0532988897617,16.20126140451758,37258,443,0.033205166071755075,TCP,2025-02-17 19:53:00,729.751646379816,68.41718737168593
