bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,timestamp,bytes_per_packet,packets_per_second
792462.3820089843,961.0028094714638,35.08903592441622,6840,80,0.020016052849680645,TCP,2023-06-22 15:54:00,690.0845818319124,25.669278315426364
652123.3756170396,952.9993519254087,31.765911156272573,47061,443,0.062285075785911394,HTTPS,2023-06-22 15:55:00,431.00618110190754,33.45608517224686
826996.6891877374,858.4240750090612,24.33297851968936,6034,443,0.034084670166995415,HTTPS,2023-06-22 15:56:00,841.6086404188296,34.047400476304496
1066748.4559310777,1436.5511020512843,17.972677638351513,8777,80,0.016847427858067216,TCP,2023-06-22 15:57:00,569.9096993979069,89.09714302890167
926416.0210961553,1381.1428923699382,18.975011324859878,49252,443,0.01673560009453414,HTTPS,2023-06-22 15:58:00,549.9599524354464,70.38072923160185
797850.8623324451,863.6863348077858,25.760305099710497,32804,443,0.016463857741008347,TCP,2023-06-22 15:59:00,577.8797444673293,35.544618051678604
856860.9428081559,1161.4531708748884,11.540701597917831,22781,80,0.015235608207408788,TCP,2023-06-22 16:00:00,552.2797093898863,96.30557692478817
461755.1524559123,1220.079492916555,39.28096456867701,40817,25,0.041781954116195646,TCP,2023-06-22 16:01:00,336.7592782296736,28.00014039622983
929245.4505230609,1066.7103336451405,27.109804991639166,11613,5432,0.04696132715272548,HTTP,2023-06-22 16:02:00,647.0824433964566,39.2758158092517
1098339.6072767994,1133.0620315955314,20.716891993547314,5127,5432,0.02177960037365304,HTTP,2023-06-22 16:03:00,788.6321576580192,56.96114665083965
1071060.791499231,1400.4221346208342,9.79778532061099,54995,443,0.0108623901393473,HTTPS,2023-06-22 16:04:00,545.8394047820673,122.68389910295495
565476.4943644947,1255.1075844363704,61.18806244168209,34580,80,0.033959928953912956,HTTP,2023-06-22 16:05:00,373.4900207319546,18.963693530576222
797295.8787804007,908.0004451794345,39.315136052619636,35502,443,0.06197159312047208,HTTPS,2023-06-22 16:06:00,736.1677008654826,24.8715860758626
540001.9409145751,898.0577637756758,6.35677073240333,22506,53,0.017952909991495156,HTTP,2023-06-22 16:07:00,449.24666493688767,103.5946446998079
1196343.4047721755,1176.484131158507,23.469904975940995,39657,80,0.08870254749716837,TCP,2023-06-22 16:08:00,741.210541981121,49.12419723958393
542746.9801271976,1490.309016187322,38.46228374834409,59679,80,0.008315428548519188,HTTP,2023-06-22 16:09:00,269.1713174465794,39.613665069472006
546303.8982932554,1364.6279513193522,34.363425648485055,18805,8443,0.04376260998418491,UDP,2023-06-22 16:10:00,342.00821016192805,40.543735660274166
710760.7598311309,1166.852674783038,34.99939704988399,18863,22,0.017146361712761713,SSH,2023-06-22 16:11:00,451.36478828339057,36.45426440871813
1230868.333697285,1044.6572013500202,44.747528598806,53204,21,0.044882265655685545,FTP,2023-06-22 16:12:00,687.1280085716838,27.144057715709746
698048.5479223988,1080.7513329998524,19.370027962346427,6588,80,0.09393233043782881,HTTP,2023-06-22 16:13:00,513.3112219657853,49.02718306254155
397097.1088606905,999.974061858039,27.001406351182055,33607,443,0.03231770707420602,TCP,2023-06-22 16:14:00,323.9795898189008,34.915014272213895
712240.8897576411,985.2411130999704,45.11448098791948,4352,8080,0.029514434850936508,HTTP,2023-06-22 16:15:00,474.5651625572773,22.636490322511687
773912.4066815134,1280.931193457891,21.667929384595432,25536,8080,0.0852567077239908,HTTP,2023-06-22 16:16:00,384.64476619533707,59.515118298971764
450118.9298082792,861.5839807039351,28.868512564752955,49513,443,0.029123005808532606,TCP,2023-06-22 16:17:00,385.4981296495052,28.892820647040644
614324.0489103528,1487.6083128299308,14.791363655520957,2237,21,0.04611651283394435,FTP,2023-06-22 16:18:00,325.9577109571259,107.18674806980216
646447.4809057123,1026.4198399153486,6.585233600548439,7836,80,0.027489407098029547,HTTP,2023-06-22 16:19:00,482.59340242190507,167.1855175975153
578704.4211176289,1514.9826992567346,20.092062814865045,34046,80,0.0061616485717203295,HTTP,2023-06-22 16:20:00,306.68987870592974,77.51869455762254
898636.6911673306,824.5921198031556,48.88909507378963,26024,53,0.05849175497160637,HTTPS,2023-06-22 16:21:00,937.2077836754338,14.708170260641541
348735.9438940313,895.0475388009384,21.24966313758155,29025,80,0.039847173723585046,HTTP,2023-06-22 16:22:00,296.67408480304596,48.52823152474528
952495.6714598649,1251.5499643397306,35.52750110970739,43248,22,0.02430530811481433,SSH,2023-06-22 16:23:00,510.2845197201802,30.066048233243638
790305.615690567,1046.866114233444,17.94023080580176,28416,53,0.05356295257896808,HTTP,2023-06-22 16:24:00,467.89675450781175,54.19311031121221
611422.8962604689,989.8533797083871,13.622620938876345,30612,80,0.027662379911664006,TCP,2023-06-22 16:25:00,422.1690001144491,68.39536711904157
506785.53923187987,1004.4284512504233,64.61843388939863,61297,443,0.12511104091196315,TCP,2023-06-22 16:26:00,347.9664942020053,15.08701431656233
771677.6249099362,937.9509387991831,15.865059620262434,39587,80,0.04838282383785117,HTTP,2023-06-22 16:27:00,614.744881250916,66.95162956447506
992206.7563254443,920.622021072191,25.667902690743777,30673,443,0.04556056691975775,HTTPS,2023-06-22 16:28:00,718.2619886084792,39.13528965199328
662334.9648630485,979.4168444427302,9.920979698899282,29765,80,0.011629289058849522,TCP,2023-06-22 16:29:00,510.53248111163305,102.46783809925049
586310.435588817,1503.1354664847047,10.200631727628036,3770,80,0.06326983376866228,HTTP,2023-06-22 16:30:00,304.62233260809626,140.31017350818829
541688.2433411225,1232.4596184470731,46.36721946060799,23531,22,0.023421131939369316,SSH,2023-06-22 16:31:00,339.09147676097456,25.585726109827306
423196.3706079379,1007.6646811380471,13.132492692009253,26804,443,0.038710706408155535,TCP,2023-06-22 16:32:00,362.5475597385593,78.1210215541962
650599.9181621964,1111.6441346590548,36.72939007139555,20534,80,0.04547508750367162,HTTP,2023-06-22 16:33:00,419.852821697116,24.317371462300127
763399.0346988268,777.9554637516427,12.66068250119746,37738,80,0.013088534419482534,HTTP,2023-06-22 16:34:00,696.3175832354787,61.980681056642894
443554.6151467244,1007.2376681784234,31.850536357297056,17569,8443,0.06516509268714973,FTP,2023-06-22 16:35:00,358.07204615161345,30.752958798588036
601867.2188033857,1039.468180148621,48.79028603843361,5033,8080,0.015922407497531692,UDP,2023-06-22 16:36:00,411.70803806258255,20.715971037149167
626432.0589962199,814.5572313943944,29.317462559579592,27441,21,0.03554752415602329,FTP,2023-06-22 16:37:00,584.2904006110737,24.412586667481317
892762.7086370501,1036.560312204989,22.76367517667977,26850,80,0.045680146745960194,HTTP,2023-06-22 16:38:00,601.211436756742,52.85661241178267
1096802.4328725855,1131.043069226561,18.73525474246734,51901,25,0.005045784353793828,SSH,2023-06-22 16:39:00,688.0016996530237,57.330180279943974
818590.9160660538,1263.200367565365,9.514749783759273,3123,25,0.060449976574910275,UDP,2023-06-22 16:40:00,410.4522822128315,172.3328721234304
985540.905509847,1053.7030744126607,9.557182549621999,25515,25,0.050699299698883565,HTTP,2023-06-22 16:41:00,612.0606551545344,103.91103224672746
635133.9973610822,612.9806678112589,14.832830587301642,6200,443,0.014091876860420897,HTTPS,2023-06-22 16:42:00,731.7416664660207,36.23280157521104
886818.3207683124,909.8993192718921,20.563160546073295,14857,80,0.02324557115822717,TCP,2023-06-22 16:43:00,674.3394520078813,38.61318227874878
853365.1331813475,883.8183789259816,67.09235281097851,48163,80,0.017709234984716528,TCP,2023-06-22 16:44:00,778.137964752471,15.599871445381108
528504.1261095988,1085.9341761290277,45.85426158979038,62908,80,0.010506719159125181,TCP,2023-06-22 16:45:00,282.64784119388503,23.796389682661093
791704.9084008709,593.2417885146094,40.743807072991125,33146,80,0.10133954207679535,HTTP,2023-06-22 16:46:00,814.9244985061504,15.34190541511328
738268.828107235,671.2322424643808,13.954998768912683,1868,53,0.05459374048423233,HTTPS,2023-06-22 16:47:00,717.3928701158179,53.81225935453866
786578.7136197309,1088.8293396387053,24.90647526712852,32281,443,0.006170904322794284,HTTPS,2023-06-22 16:48:00,520.8193076013607,46.66259416542455
419686.56835817226,1022.0053831564916,14.584198301763989,59991,8080,0.07857894220894679,UDP,2023-06-22 16:49:00,309.2745350009455,71.66823812759061
577705.9733645606,884.9454532844488,21.389655819162982,61729,80,0.01527628146606404,TCP,2023-06-22 16:50:00,422.48887821600425,44.89944010795218
984441.4076684135,644.7225353165384,20.235081996654998,30915,3306,0.04506862977048888,TCP,2023-06-22 16:51:00,1014.0447548277615,34.01401108808103
794407.0528489958,1270.9833693187102,12.506538034034484,23381,443,0.02955164700850802,TCP,2023-06-22 16:52:00,498.51915470064813,95.11150178876717
726948.3385041935,1046.0401725300958,18.056177916541042,43123,5432,0.011637461408330396,SSH,2023-06-22 16:53:00,417.45642463380096,59.407283416810074
892652.2770772284,1022.5645646249484,5.697799339716275,64235,5432,0.014301991358418389,HTTP,2023-06-22 16:54:00,685.9282972455845,189.11292347020103
740349.8103009398,1253.6866350749226,27.3733554862373,13733,8080,0.027373900130647985,HTTPS,2023-06-22 16:55:00,453.08892234861753,44.25785143874569
774524.0189509345,811.4919559978553,53.973440910730034,39944,80,0.005646062435136683,TCP,2023-06-22 16:56:00,703.4833125131958,12.304000004423617
555697.6326317969,951.727417977488,42.44799928356018,18679,443,0.03616342568911013,HTTPS,2023-06-22 16:57:00,440.0118126574777,21.705443291499282
957011.7212380329,1292.8941887159203,11.158871159025498,57882,22,0.04562374745024505,SSH,2023-06-22 16:58:00,679.4407551540163,125.4174756177777
494926.4728367277,1177.4118751100607,35.55865717503592,19265,80,0.10114736843858284,HTTP,2023-06-22 16:59:00,349.6646792613361,31.394754894498934
719543.9798502974,1100.9529700478058,45.60990341100542,10786,80,0.03925406819679839,TCP,2023-06-22 17:00:00,475.5615891836592,21.83428329978896
635199.5170366861,771.1749459378648,19.57680324377135,28997,8443,0.03582824448305872,HTTP,2023-06-22 17:01:00,599.5342926146516,39.54081894331101
1205079.617213665,1026.470419999794,53.474683485583235,50260,443,0.025951832764127464,HTTPS,2023-06-22 17:02:00,691.970935995037,16.550898755537336
749768.7184568698,760.8919322924098,17.154634009944445,60851,8080,0.016288125626093896,UDP,2023-06-22 17:03:00,661.1268029412122,46.988284121975056
831893.7242632769,1526.831436551517,29.66188183603733,1806,80,0.020558537717426405,HTTP,2023-06-22 17:04:00,449.85146811174803,59.970466802371476
507200.43596136634,964.3610132542304,10.283693521225777,25187,8080,0.003549012445444831,UDP,2023-06-22 17:05:00,437.5288992613468,87.75365033747796
416558.9606393167,1044.5601261563695,20.139174520435677,15282,80,0.04020074292584301,HTTP,2023-06-22 17:06:00,288.69716176982297,47.235446638648774
