bytes_transferred,packet_count,connection_duration,source_port,destination_port,retransmission_rate,protocol,timestamp,bytes_per_packet,packets_per_second
419379.37054214976,330.3815667471258,18.463733207154284,11925,5432,0.04867908892772917,TCP,2023-06-16 13:51:00,960.3212568911181,15.371809198734999
865157.803507323,693.776293245694,19.09352622834539,63598,80,0.04654086377554587,HTTP,2023-06-16 13:52:00,852.5146588757126,44.75140314765439
850741.6876892596,829.0415244382644,55.09604941913456,23264,443,0.055725744065281135,TCP,2023-06-16 13:53:00,700.2674274544049,16.450451369069484
1105166.6666163313,1149.321356796609,20.580632903458316,48763,80,0.04466307077889589,TCP,2023-06-16 13:54:00,716.1993750387821,60.6154375718988
644278.9443191225,509.15387588778674,52.512568065656104,27889,443,0.03523236409640607,TCP,2023-06-16 13:55:00,1033.9827567303296,8.949356323015476
381051.106105726,1423.2454185278332,15.879086688854404,6903,3306,0.03491691336936542,SSH,2023-06-16 13:56:00,200.072864135162,84.75347036382661
586393.6060569055,829.6047396210902,22.699396298238554,46909,5432,0.03702034528710058,SSH,2023-06-16 13:57:00,618.1226235729314,35.73365663768963
564555.8278004956,1331.6171579643976,36.60255044876145,42591,22,0.023934290604243708,SSH,2023-06-16 13:58:00,360.48424747587666,32.065443626457025
676641.8132647363,1055.5092666865714,31.56322959887325,64293,3306,0.021347644328337287,HTTP,2023-06-16 13:59:00,435.2160982487798,31.85810672864592
288640.4579443582,806.4691201075265,23.35832343920112,48396,443,0.053321609650328505,HTTPS,2023-06-16 14:00:00,233.10280282336294,39.90883056565007
629205.2948886933,736.7221630602758,12.566892462054861,12331,80,0.0023774708082261054,TCP,2023-06-16 14:01:00,729.9081075084638,58.36107818030099
484828.5709631981,1022.0825186407633,28.60921484838827,39786,25,0.014274817293173852,UDP,2023-06-16 14:02:00,411.5405940169241,38.20910222364542
324535.37909707654,1046.8910287491692,29.185833765144995,39378,443,0.03911958114101259,HTTPS,2023-06-16 14:03:00,210.265865970159,36.914504150353814
950276.210621302,871.4465566692792,14.172721890664857,9110,443,0.04963187143642379,HTTPS,2023-06-16 14:04:00,926.4569521184862,60.790990267151486
311291.61387332855,472.9791535990957,32.8425284137973,63582,53,0.021307061316426103,TCP,2023-06-16 14:05:00,559.1925662236271,14.599598090395885
451431.98011298396,1111.2855159861447,24.825910922144793,62457,5432,0.01141645243796321,UDP,2023-06-16 14:06:00,329.83679561361174,45.172813823168546
628104.2234972188,1353.2483534154408,49.11474165588473,48010,80,0.026602104088289946,TCP,2023-06-16 14:07:00,424.8407113229675,29.018561036762396
893259.6541891053,1129.755561515289,12.464387843175047,37941,443,0.03288552091273983,HTTPS,2023-06-16 14:08:00,685.1458445746289,89.0527045073253
934589.5510333674,597.1516476251877,27.029095997445545,24917,80,0.028373521066857338,HTTP,2023-06-16 14:09:00,1213.5074280764072,21.84970396786352
351390.07672143506,470.59467467274993,10.079526857480287,41729,53,0.05017922133053229,SSH,2023-06-16 14:10:00,593.8554960211841,40.84520781430929
679336.6610004836,1062.0696380573347,44.587174682491366,11469,3306,0.07467910715935784,UDP,2023-06-16 14:11:00,562.3293893828061,24.687215579884498
487420.12882512267,886.9630751179295,36.72219580805374,14517,443,0.038728650920537615,TCP,2023-06-16 14:12:00,428.5349452416099,24.211648440065115
931408.3856442941,1585.8072583094727,59.41573910802959,58042,22,0.017782002739502544,SSH,2023-06-16 14:13:00,462.6357571873901,27.64734403988081
423946.4512453097,992.4344528214524,45.38002479061764,14276,80,0.10170578378394853,HTTP,2023-06-16 14:14:00,334.0150301674511,21.9814747937928
419862.68821962393,1255.3703849709716,32.036195626166666,50603,80,0.009419422625562208,TCP,2023-06-16 14:15:00,238.55182838775468,39.3550195803749
381526.7994987599,1150.5947672363645,44.089859302209064,50098,53,0.034587455661583916,UDP,2023-06-16 14:16:00,272.3385010962241,26.36948406127362
702529.4678732126,991.9145323989053,27.20593424537298,55565,443,0.04139750360670381,HTTPS,2023-06-16 14:17:00,472.7648620043922,32.567948293421544
609740.3429924084,914.8099170572245,43.41170123973973,28113,5432,0.06428077160397384,TCP,2023-06-16 14:18:00,528.4154809531422,19.819795238370812
312635.79510834767,783.657705299283,25.47355667420981,29453,80,0.024852779652080062,HTTP,2023-06-16 14:19:00,256.3261602974925,29.832512968370313
903742.7012458746,762.2575903187305,22.869980932007202,44857,21,0.03585206736202231,FTP,2023-06-16 14:20:00,720.6913949001917,40.95933686937616
1348170.4279118616,791.1752418640081,15.048709670201328,64132,443,0.010075498417397702,HTTPS,2023-06-16 14:21:00,1174.5805218237551,50.63081877671755
925152.6472331969,388.0869831982817,43.90210314741202,12351,22,0.01295454274970913,SSH,2023-06-16 14:22:00,1889.324240738562,9.206101449761801
748906.5726599024,602.2782433379404,19.44116005485305,12213,80,0.02787320509778763,TCP,2023-06-16 14:23:00,875.6260495362575,30.63189382765923
583960.0779240569,375.0596207200641,10.228099143268949,15030,53,0.025053070365322377,FTP,2023-06-16 14:24:00,971.7422794427131,36.85557490921773
742865.5846438813,114.47078067323264,28.180039348600697,54453,443,0.014145068192106406,TCP,2023-06-16 14:25:00,4468.467789183322,3.511908859811051
798490.4308558231,843.4384723449535,32.197720188181805,1439,22,0.03286738810527331,SSH,2023-06-16 14:26:00,726.2138698076858,32.225513635588264
273145.06480238953,851.9553264213434,16.54101002444183,64101,80,0.08985347636390519,TCP,2023-06-16 14:27:00,264.16698861063145,50.29130921867458
843229.3903138405,720.6158317798554,29.508749395697276,40856,8080,0.04031503742366778,HTTP,2023-06-16 14:28:00,839.0166559069389,21.130145095809052
476604.82601925783,748.3811260135732,7.716794519675769,1370,21,0.056781415609935736,FTP,2023-06-16 14:29:00,462.9233731116625,104.45018907371558
896574.2375081987,1060.6837263205443,49.37181335965967,26158,443,0.03721609590516813,HTTPS,2023-06-16 14:30:00,571.7805144513308,21.303563146804972
916776.4978458082,1367.918057416703,41.91645370142217,37203,25,0.03609885099813094,TCP,2023-06-16 14:31:00,452.98666617052135,27.5840583918367
